gene	chr	pos	neg_log10_pvalue
Gene_0041	chr1	172513313	0.019763
Gene_2642	chrX	11333876	0.268833
Gene_7220	chr10	2453665	0.432299
Gene_0638	chr15	39302846	0.786401
Gene_6455	chr9	98952939	0.880605
Gene_6049	chr16	17244370	0.619557
Gene_4167	chr7	92802392	0.277587
Gene_5072	chr9	79745297	0.893647
Gene_3883	chr18	44637639	0.015159
Gene_4239	chr18	10072143	0.164697
Gene_2669	chr15	55213886	0.019856
Gene_6292	chr20	58071918	0.312925
Gene_7446	chr13	34586735	0.201839
Gene_1795	chr1	107554610	0.059134
Gene_4844	chr8	102093208	0.317397
Gene_5291	chr6	56598698	0.408122
Gene_3889	chr5	65195041	0.392725
Gene_7883	chr4	93829466	3.114261
Gene_7674	chr8	51826947	3.081042
Gene_3736	chr19	13042323	0.026621
Gene_1487	chr10	23305365	0.365011
Gene_7766	chr7	2345287	3.949887
Gene_1494	chr16	31505512	0.341377
Gene_7265	chr17	5952974	0.864172
Gene_4878	chr4	105244321	0.863427
Gene_1339	chr11	114418267	0.174406
Gene_5679	chr20	6636207	0.045274
Gene_1566	chr6	10617219	0.013021
Gene_0354	chr1	119479795	0.449811
Gene_7301	chr2	2565645	0.232687
Gene_0412	chr2	187458796	0.544735
Gene_7833	chr14	11453096	3.208428
Gene_2337	chr9	18548188	0.358330
Gene_6383	chr3	126182203	0.056671
Gene_6736	chr10	35758332	0.638577
Gene_5635	chr4	113058032	0.024313
Gene_5384	chr9	69908568	0.821301
Gene_4807	chr1	103167334	0.119039
Gene_4633	chr10	102757332	0.588260
Gene_2903	chr22	2238276	0.402036
Gene_6084	chr10	64914052	0.559224
Gene_1050	chr20	13262787	0.013299
Gene_4905	chr9	26925600	1.226379
Gene_1219	chr1	152542785	0.183552
Gene_5744	chr16	51877454	0.664448
Gene_1250	chr3	159010064	0.374494
Gene_7117	chr9	59604505	0.453102
Gene_2680	chr8	67245187	0.347126
Gene_6047	chr8	58906846	0.699265
Gene_6624	chr2	112169925	0.872350
Gene_1853	chr17	57568093	0.560231
Gene_6718	chr9	86736523	0.281223
Gene_3257	chr1	179815822	0.317952
Gene_1145	chr6	25276397	0.114134
Gene_4328	chr9	31831003	0.115583
Gene_0694	chr10	46079619	0.357504
Gene_5039	chr10	30557242	0.570573
Gene_3225	chr15	22467919	0.427040
Gene_5673	chr8	30957054	0.016986
Gene_6603	chr8	107275513	0.052902
Gene_6298	chr9	85039477	0.046786
Gene_1338	chr16	34723397	1.235046
Gene_5151	chr1	115384094	0.303521
Gene_2873	chr8	81133302	0.645814
Gene_7604	chr14	32331760	3.497391
Gene_6246	chr2	187696190	0.126867
Gene_0659	chrX	124879297	0.810993
Gene_6999	chr3	115560628	0.560942
Gene_1401	chr9	114854648	1.184700
Gene_3763	chr6	81987116	0.216190
Gene_0083	chr7	134693744	0.153467
Gene_5724	chr13	19727536	0.187595
Gene_5593	chr20	11045029	0.164993
Gene_5094	chr13	106716869	0.045045
Gene_5126	chr5	78157682	0.393255
Gene_3676	chr21	22435116	0.434188
Gene_6758	chrX	124725421	0.294630
Gene_7519	chr9	134854713	0.193943
Gene_3259	chr2	106856734	0.181938
Gene_6070	chr17	34542561	0.409309
Gene_2448	chr6	107547081	0.434042
Gene_2974	chrX	11508918	0.792442
Gene_1231	chr8	2896696	0.212071
Gene_6865	chr2	3957128	0.040077
Gene_6182	chr7	127368684	0.046844
Gene_6080	chr2	182286865	0.270340
Gene_3479	chr21	2465861	0.253999
Gene_5537	chr5	122971425	0.047950
Gene_0758	chr6	73605060	1.198685
Gene_2271	chr5	172848722	0.695734
Gene_4053	chr17	70967088	1.295708
Gene_7024	chr10	113160094	0.596936
Gene_7284	chr6	83045799	0.488184
Gene_1213	chr1	79690825	1.266669
Gene_0658	chr6	149770704	0.377238
Gene_6366	chr9	115742908	0.127440
Gene_0718	chr13	21272167	0.579743
Gene_4413	chr5	17146842	0.435414
Gene_6011	chr4	86487936	0.685560
Gene_6813	chr14	31971778	0.013908
Gene_3912	chr22	8139116	0.094412
Gene_1887	chr17	35997846	0.943744
Gene_0930	chr9	115937969	0.743342
Gene_4287	chr4	130826794	0.354867
Gene_5238	chr12	81664195	0.654608
Gene_0464	chr22	36947849	0.071429
Gene_0237	chrX	23829927	0.060679
Gene_4166	chr11	85724123	0.554340
Gene_5642	chr11	94181719	0.231446
Gene_6436	chr7	8172994	0.246011
Gene_4279	chr7	156355930	0.746522
Gene_7273	chr9	130198902	0.141266
Gene_1976	chr12	21201010	0.097639
Gene_5451	chr3	74406746	0.359095
Gene_6034	chr1	35370122	0.020434
Gene_1568	chr7	107155494	0.384968
Gene_3080	chr6	2219541	0.010067
Gene_1497	chr8	74991503	1.176500
Gene_5922	chr1	171008306	0.598388
Gene_7371	chr4	13379697	0.060621
Gene_2749	chr22	45825265	0.173987
Gene_6661	chr17	76126748	0.141432
Gene_4017	chr6	16820802	0.093813
Gene_3847	chrX	30140355	0.116543
Gene_4701	chr4	63114091	0.239719
Gene_6198	chr4	65266207	0.405337
Gene_1702	chr15	29019840	0.160866
Gene_6004	chr15	82496191	0.264912
Gene_5994	chr11	120669276	0.095772
Gene_5460	chr2	190714564	0.154615
Gene_4432	chr17	63657429	0.289598
Gene_3083	chr16	9013679	0.218635
Gene_0345	chr12	127330133	0.399244
Gene_4033	chr6	97808609	0.108166
Gene_2673	chr15	93452258	0.933477
Gene_7904	chr4	178659810	3.255450
Gene_0212	chr10	63180152	0.031340
Gene_4607	chr1	127369035	0.158503
Gene_3481	chr14	89083372	0.517668
Gene_1378	chr1	197392000	0.451896
Gene_0835	chr11	132642636	0.222722
Gene_4619	chr8	114889291	0.049251
Gene_6143	chr19	13951191	0.095239
Gene_3236	chr12	74647572	0.058432
Gene_6973	chr12	59365904	0.414995
Gene_5526	chr4	137748391	0.000811
Gene_3598	chr16	31787300	0.517804
Gene_2433	chr7	27113013	0.179704
Gene_7022	chr13	71757868	0.540383
Gene_7439	chr2	64348932	0.514657
Gene_7004	chrX	19022413	0.746099
Gene_5128	chr2	175215078	0.378533
Gene_0533	chr3	60936137	0.416022
Gene_3981	chr22	36028269	0.210426
Gene_1155	chr12	93083752	0.132929
Gene_7800	chr3	36844735	3.069589
Gene_0296	chr1	100629507	0.403826
Gene_3933	chr6	80517525	0.388754
Gene_6239	chr12	44610124	0.667840
Gene_6168	chrX	67094029	0.175395
Gene_2581	chr2	158697278	0.050597
Gene_3593	chrY	3917343	0.005209
Gene_7374	chr5	165640906	0.283112
Gene_1628	chr12	19371706	0.186325
Gene_6552	chr4	48173268	0.020675
Gene_0814	chr4	187301824	0.450237
Gene_2598	chr1	12978293	0.468500
Gene_0692	chr13	10319936	0.710874
Gene_5748	chr6	95905720	0.209744
Gene_6207	chr10	23441872	0.992272
Gene_2579	chr17	22481012	0.103384
Gene_5222	chr1	54262861	0.333353
Gene_2134	chr5	74246084	0.490310
Gene_0625	chr12	38657988	0.781453
Gene_2197	chr6	119483816	1.053899
Gene_2844	chrX	100386609	0.456585
Gene_3146	chr3	108824387	0.275310
Gene_3759	chrX	113664486	1.025080
Gene_2069	chr3	80433869	0.892351
Gene_3932	chr3	28725384	0.046254
Gene_7305	chr6	20975346	1.077523
Gene_1706	chr5	125920412	0.008599
Gene_0200	chr5	176422514	0.734578
Gene_6183	chr3	23585964	0.042841
Gene_6142	chr1	180758223	0.437289
Gene_5967	chrX	132755464	0.302260
Gene_6591	chr7	90511472	0.107818
Gene_2035	chrX	35406608	0.105021
Gene_1259	chr10	100432797	0.012273
Gene_7625	chrX	88878662	3.695060
Gene_6857	chr7	29286347	0.520227
Gene_1324	chr6	62670027	0.477801
Gene_4497	chr16	52362478	0.070358
Gene_3326	chr19	48823323	0.302275
Gene_6464	chrX	89184773	0.036422
Gene_4066	chr9	68207033	0.117137
Gene_5187	chr1	87654981	0.607411
Gene_0815	chr7	155714838	0.249282
Gene_1502	chr11	71178482	0.834821
Gene_5740	chr6	161374324	0.059677
Gene_5936	chr6	129818731	0.005406
Gene_6777	chr9	77070757	0.830847
Gene_6133	chr1	88878569	0.454375
Gene_3645	chr14	90917115	0.648955
Gene_6197	chr9	101884678	0.112785
Gene_7038	chr5	125510706	0.212654
Gene_4570	chr1	93439190	0.038321
Gene_7972	chr12	116708969	3.812992
Gene_5132	chr6	124339014	0.379496
Gene_3869	chr18	67827819	0.267342
Gene_5820	chr9	114629923	0.231846
Gene_6499	chr12	71816964	0.176969
Gene_4971	chr3	156723776	0.549735
Gene_3528	chr22	47724829	0.482685
Gene_4140	chr14	95599611	0.849693
Gene_1712	chr15	20712070	0.324486
Gene_3857	chr8	38316585	0.019433
Gene_4576	chr6	136083230	0.044895
Gene_1511	chrX	21857207	0.061251
Gene_6932	chr9	114403656	0.254264
Gene_1569	chr17	57648289	0.681129
Gene_1560	chr7	117165022	0.069761
Gene_2966	chr1	7452841	0.076214
Gene_4813	chr11	7794834	1.228595
Gene_1016	chr6	123449834	0.320746
Gene_1740	chr12	132845019	0.094020
Gene_1236	chrX	123216497	0.078217
Gene_1579	chr1	207108394	0.179625
Gene_4245	chr4	48578307	0.171605
Gene_4113	chr19	49890548	0.642238
Gene_7887	chr7	41516314	3.068074
Gene_1495	chr2	110784873	0.089660
Gene_3033	chrY	15960517	0.305609
Gene_3654	chrX	87567327	0.207359
Gene_4889	chr9	128614696	0.798104
Gene_6291	chr15	39079782	0.708597
Gene_3489	chr4	63393482	1.159174
Gene_7713	chr11	120895081	3.985000
Gene_1997	chr10	53021052	0.003570
Gene_3352	chr5	178343062	0.132585
Gene_5414	chr1	208499499	0.910159
Gene_7843	chr8	72448411	3.011412
Gene_1004	chrX	21821256	0.220375
Gene_1260	chr16	70288114	0.284706
Gene_0451	chr4	155924350	0.516393
Gene_6785	chr14	100681540	1.022760
Gene_4021	chr9	10089618	0.272476
Gene_1850	chr5	95101791	0.189564
Gene_0143	chr5	48861189	0.595480
Gene_3231	chr10	3866492	0.217495
Gene_4909	chrX	41402658	0.177604
Gene_7860	chr20	43603667	3.686859
Gene_4687	chr17	7238600	0.157829
Gene_2013	chr11	69655811	0.030173
Gene_3666	chr5	107202696	0.114337
Gene_4317	chr9	41066562	1.193789
Gene_1704	chr8	74955296	0.331456
Gene_2936	chr10	80990848	0.023286
Gene_1480	chr10	61629017	0.013878
Gene_5587	chr6	36564984	0.097592
Gene_0491	chr18	21878427	0.294455
Gene_5808	chr7	8624139	0.461467
Gene_5141	chr8	57472089	0.051980
Gene_4481	chr19	22592402	0.014955
Gene_2070	chr1	119200865	0.458002
Gene_0804	chr3	187222760	0.468684
Gene_3508	chrX	86850566	0.217947
Gene_6231	chr7	83187278	0.912725
Gene_4822	chr7	41777252	1.106917
Gene_3434	chr2	10512006	0.055452
Gene_2324	chr4	19173185	0.791626
Gene_3102	chr19	48424165	0.037198
Gene_2161	chr10	10397189	1.127231
Gene_4445	chr10	8742393	0.582677
Gene_2275	chr20	7899406	0.059757
Gene_1808	chr4	142157741	0.228604
Gene_1865	chr1	135249539	0.424183
Gene_6453	chr1	104798511	0.122256
Gene_6885	chr3	76310352	0.040031
Gene_7474	chr20	2336507	0.567180
Gene_0045	chr6	13938737	0.088306
Gene_6592	chr1	139804911	0.182670
Gene_1535	chr2	135365136	0.052587
Gene_5432	chr1	66507183	0.257550
Gene_3332	chr17	79982076	0.088010
Gene_4485	chr5	21349980	0.582063
Gene_2940	chr12	30621621	0.468635
Gene_0396	chr2	75647881	0.797343
Gene_4945	chr8	60056969	0.337224
Gene_2684	chr4	64039089	0.212488
Gene_1104	chr21	46350341	0.046990
Gene_4640	chr5	148790000	0.269196
Gene_7882	chr9	76384310	3.492900
Gene_6916	chr9	131967231	0.077993
Gene_4661	chr8	49176147	0.380109
Gene_0738	chr12	83175045	0.040538
Gene_3175	chr9	131931051	0.233069
Gene_5236	chr10	12098298	0.626286
Gene_6580	chr22	33191990	0.674974
Gene_5509	chr4	29567053	0.364529
Gene_4833	chr20	15082713	0.022603
Gene_5127	chr3	4626941	0.034038
Gene_7245	chr7	27628248	0.076011
Gene_1359	chrY	31126216	0.400160
Gene_5632	chr3	83617773	0.759724
Gene_4736	chr1	99118314	0.077932
Gene_7909	chr4	130694181	3.341824
Gene_2932	chr3	172117060	0.157988
Gene_6545	chr1	22786906	0.147712
Gene_7849	chr10	45478335	3.611758
Gene_0343	chr3	132212437	0.316357
Gene_2122	chr12	23338860	0.220892
Gene_4522	chr1	92144768	0.086443
Gene_3716	chr9	83698266	0.010863
Gene_4617	chr16	89812716	0.229838
Gene_3767	chr8	34378786	0.451676
Gene_6337	chr19	15723839	0.007727
Gene_5229	chr1	43191797	0.006588
Gene_1235	chr2	231511004	0.694542
Gene_3729	chr2	240370214	0.593555
Gene_1987	chr5	79132315	0.431485
Gene_3644	chr6	161311841	0.359742
Gene_6858	chr7	99502562	0.488968
Gene_1127	chr12	105281619	0.243594
Gene_1193	chr22	2431276	0.328118
Gene_7704	chr2	145893967	3.188355
Gene_5703	chr5	86539749	0.474240
Gene_1926	chr1	244813942	0.006008
Gene_3493	chr2	70165016	0.999508
Gene_6457	chr2	181994995	0.403917
Gene_6818	chr3	66280870	0.039591
Gene_6088	chr10	105027164	0.794474
Gene_4709	chr11	86317872	0.724088
Gene_1954	chr7	50154182	0.154754
Gene_2628	chr15	74313428	0.137333
Gene_1623	chrX	26617362	0.389052
Gene_1737	chr2	119109603	1.114282
Gene_6490	chr2	97439252	0.558017
Gene_0995	chr1	229321797	0.105528
Gene_5079	chr21	46930267	0.003443
Gene_3519	chr7	83473348	0.485574
Gene_7390	chr9	80021903	0.057301
Gene_6981	chr9	87246458	0.206286
Gene_1005	chr1	222082031	0.567338
Gene_3972	chr2	192583885	0.625944
Gene_2326	chr17	25572827	0.091180
Gene_7881	chr2	164162622	5.046323
Gene_3078	chr15	73967704	0.387135
Gene_6929	chr2	1852120	0.006431
Gene_4253	chr4	19092791	0.190590
Gene_2269	chrY	50341556	0.232218
Gene_0152	chr15	73343976	0.065590
Gene_6945	chr6	38649027	0.072125
Gene_7987	chr17	64415782	3.130489
Gene_2830	chr5	39036598	0.135561
Gene_1349	chr3	155179682	0.202599
Gene_2218	chr10	130432761	0.803020
Gene_5269	chr17	14206114	0.100108
Gene_0595	chrX	134904784	0.357202
Gene_7528	chr6	37698908	0.254276
Gene_5573	chr11	110772347	0.067715
Gene_5780	chr7	28944127	0.073606
Gene_5453	chr5	11942224	0.351691
Gene_6807	chr2	121855643	0.399312
Gene_0959	chr12	74348832	0.436457
Gene_0422	chr6	127882285	0.015969
Gene_2460	chr5	158002121	0.700160
Gene_7442	chr8	125224283	0.074053
Gene_2682	chr9	134192473	0.842777
Gene_3726	chr2	3791839	0.025489
Gene_3158	chr10	52425918	0.198672
Gene_2037	chrY	28035404	0.126134
Gene_3327	chr4	85920811	0.022472
Gene_3723	chr9	62975177	0.571175
Gene_2308	chr7	49155937	0.062166
Gene_1682	chr4	34654417	0.236565
Gene_7072	chr7	73593519	0.335972
Gene_2555	chr6	107007958	0.178344
Gene_2085	chr8	21603317	0.354226
Gene_7905	chr22	23686363	3.147562
Gene_6548	chr22	2534868	0.974371
Gene_6824	chr5	125345366	0.422275
Gene_3157	chr11	84116180	0.211002
Gene_5369	chr12	83209240	0.555383
Gene_0792	chr3	16377054	0.299362
Gene_5609	chr20	7918792	0.065713
Gene_4794	chr12	69884479	0.575426
Gene_6184	chr19	23488137	0.999756
Gene_1534	chr3	34641814	0.934697
Gene_2265	chr10	2752879	0.036972
Gene_6830	chr20	19137749	1.283073
Gene_4532	chrX	129530412	0.768734
Gene_1223	chr17	49287594	0.014612
Gene_6890	chr7	4397459	0.309679
Gene_4906	chr2	41745620	0.605383
Gene_2538	chr5	150069621	1.221210
Gene_3963	chr1	156849714	0.552830
Gene_2917	chr7	104777239	0.369875
Gene_6756	chr6	18940922	0.439839
Gene_4618	chr18	79522295	0.465938
Gene_0434	chr6	2552388	0.252837
Gene_4823	chr3	45824725	0.562213
Gene_2006	chr2	39286989	0.241390
Gene_5670	chr19	51364322	0.723681
Gene_4367	chr5	131960640	0.222352
Gene_2631	chr14	75212839	0.062934
Gene_7132	chr10	80158758	0.275104
Gene_5885	chr5	50364448	0.168613
Gene_0762	chr4	129588378	0.131405
Gene_7479	chr3	15489519	0.503911
Gene_5030	chr4	12928709	0.040395
Gene_1027	chr1	228375226	0.512865
Gene_3121	chr4	138625306	0.404874
Gene_0616	chrX	76643338	1.006723
Gene_3067	chrX	122263773	0.321769
Gene_4966	chr1	57794980	0.750425
Gene_7620	chr5	147592017	3.043174
Gene_7081	chr3	176531421	0.251483
Gene_3347	chr18	57569060	0.835860
Gene_5133	chr7	103244814	0.410990
Gene_1186	chrX	71382352	0.534617
Gene_2709	chr11	134529085	0.204803
Gene_5112	chr10	60974006	0.971210
Gene_5182	chr19	17283530	0.173453
Gene_3330	chr2	163186270	0.114790
Gene_5540	chr3	156746478	0.092525
Gene_3373	chr10	124682666	0.300748
Gene_6825	chr8	63078972	0.160287
Gene_6303	chr21	30180136	0.661252
Gene_5830	chr5	168121990	0.435460
Gene_4763	chr8	133867155	0.768551
Gene_6574	chr1	108472642	0.801399
Gene_6893	chr13	109195859	0.935802
Gene_1567	chr10	108854095	0.091058
Gene_7695	chr10	37587678	3.671526
Gene_5434	chr21	36011108	0.071634
Gene_4757	chr1	67157513	0.808211
Gene_2792	chr18	30089000	0.172632
Gene_0118	chrY	26695276	0.935417
Gene_4920	chr8	95603685	0.558002
Gene_0005	chr1	224157452	0.108733
Gene_6218	chr22	16117988	0.186167
Gene_3710	chr12	72751822	0.196875
Gene_7427	chr4	187792093	0.027014
Gene_0961	chr2	162516658	0.100869
Gene_0711	chr16	84902568	0.667826
Gene_6696	chr6	128963233	0.029868
Gene_2762	chr3	99744237	0.416480
Gene_7164	chr18	40567551	0.351919
Gene_5355	chr13	107839637	0.132786
Gene_5588	chr12	33529115	0.070071
Gene_7192	chr11	57573241	0.269589
Gene_1149	chr22	6377845	0.367322
Gene_4386	chr12	68608028	0.977776
Gene_5301	chr18	50410593	0.031342
Gene_6402	chr4	13754930	0.141830
Gene_4137	chr15	86975756	0.518635
Gene_1736	chr6	60927108	0.189407
Gene_7260	chr2	101964880	0.367353
Gene_7959	chr1	127011424	3.063552
Gene_1420	chr1	168512335	1.009859
Gene_1272	chr1	161091174	0.452162
Gene_7815	chr3	76366064	3.277376
Gene_0529	chr6	30271733	0.604295
Gene_6275	chr9	87386858	0.149787
Gene_5590	chr1	74719145	0.073434
Gene_6688	chr12	3783288	0.452247
Gene_1125	chr10	22964676	0.556523
Gene_2421	chr8	140990789	0.120377
Gene_5471	chr2	119996984	0.383771
Gene_2409	chrY	10380944	0.573530
Gene_1650	chr15	43447818	0.754722
Gene_4303	chr18	64416553	0.054398
Gene_2860	chr5	92043632	0.039104
Gene_6476	chr16	36369418	0.036758
Gene_6748	chr14	3783425	0.345075
Gene_4977	chr6	49903982	0.268592
Gene_0989	chr16	28058884	0.452655
Gene_5762	chrX	127002400	0.225393
Gene_2280	chr9	6224985	0.067977
Gene_4035	chr3	1361350	0.036738
Gene_2726	chr1	184809343	0.391700
Gene_7630	chr4	182669104	3.256718
Gene_2756	chr8	23422557	0.775010
Gene_3588	chr7	146728550	1.085765
Gene_5405	chr13	7450243	0.272979
Gene_6721	chr6	38280106	0.776428
Gene_2900	chr5	66355392	1.134620
Gene_3362	chr3	122331220	0.485946
Gene_3833	chrY	36545972	1.170715
Gene_0208	chrX	147907339	0.305375
Gene_1242	chr5	96004401	0.159800
Gene_5532	chr7	3622059	0.536934
Gene_6728	chr1	78640999	0.088802
Gene_6479	chr3	15468702	0.905861
Gene_7249	chr11	99185550	0.157716
Gene_2563	chr5	81149708	1.110264
Gene_4839	chrX	47021226	0.409160
Gene_2996	chrY	54820840	0.335832
Gene_0888	chr17	24571211	0.012732
Gene_2551	chrX	74414491	0.067281
Gene_1756	chr5	90644758	0.088073
Gene_0151	chr9	97534744	0.389141
Gene_7512	chr2	34143846	0.103714
Gene_7969	chr2	27112925	3.212073
Gene_3682	chr16	63757136	0.082948
Gene_1710	chr10	129374007	0.341969
Gene_1701	chr3	80263452	0.832634
Gene_7040	chr13	53211063	0.058948
Gene_3355	chr4	70218533	0.022456
Gene_5197	chrX	33358746	0.539087
Gene_6597	chr13	77047377	0.364740
Gene_0357	chr9	127230839	0.058096
Gene_7346	chrX	113621247	0.109326
Gene_0585	chr8	58735633	0.221574
Gene_4308	chr22	36365480	0.930766
Gene_7308	chr4	3775093	0.578150
Gene_2926	chr7	65814018	0.403900
Gene_0134	chr5	82673679	0.734396
Gene_6614	chr11	57523278	0.091610
Gene_3498	chrY	38520130	0.210870
Gene_4438	chrX	122603378	0.214888
Gene_6635	chr11	54365980	0.110782
Gene_7223	chr13	53607670	0.647041
Gene_1778	chr13	106863810	0.338791
Gene_3751	chr2	48835579	1.123611
Gene_5237	chr10	115871291	1.280644
Gene_0505	chr11	50075474	0.006863
Gene_3053	chr3	113652260	0.134749
Gene_0886	chr12	122915773	0.457501
Gene_2882	chr1	95891946	0.288391
Gene_7384	chr6	125887086	0.231503
Gene_0394	chr5	90833878	0.180163
Gene_3670	chr7	96362371	0.631984
Gene_3949	chr20	54183559	0.548625
Gene_1751	chr5	158728304	0.271070
Gene_0686	chr18	24926982	0.123281
Gene_3025	chr8	99805747	0.039766
Gene_0100	chr6	158606238	0.477223
Gene_0092	chr22	42299011	0.382775
Gene_7563	chr10	78561413	0.053483
Gene_2965	chr8	24322405	0.533283
Gene_3599	chr8	102784207	0.234617
Gene_4599	chr9	94197450	0.070625
Gene_7270	chr17	13932159	0.495616
Gene_0710	chr12	29350725	0.397581
Gene_5900	chr19	19518792	0.143617
Gene_4133	chr4	125052443	0.152083
Gene_2837	chr4	57512522	0.016152
Gene_4219	chr13	106034074	0.458788
Gene_4045	chr14	73727856	0.199631
Gene_0608	chr7	47908591	0.055935
Gene_4486	chr14	9412813	0.160202
Gene_4500	chr17	34793264	0.540701
Gene_4583	chr5	106914862	0.197347
Gene_7912	chr5	180057742	3.409159
Gene_2154	chr7	35861829	0.310809
Gene_1017	chr1	25621907	0.563184
Gene_1289	chr8	101793424	0.175342
Gene_1763	chr10	122047524	0.549345
Gene_2229	chr1	171420759	0.199616
Gene_1960	chr6	77681116	0.385842
Gene_4870	chr14	74471346	1.081439
Gene_6085	chr6	129710731	0.316984
Gene_0984	chr18	15881024	0.043880
Gene_4366	chr4	8230363	0.211205
Gene_2261	chr1	7479774	0.096770
Gene_7180	chr8	82251664	0.253176
Gene_4902	chr9	56661355	0.348820
Gene_1851	chr2	199698950	0.272142
Gene_7025	chr2	48656142	0.569874
Gene_7827	chr11	34548263	3.161757
Gene_1006	chr12	12639603	0.027945
Gene_3944	chr6	19191842	0.131711
Gene_7651	chr1	67019973	3.903895
Gene_2891	chr17	28877976	0.398098
Gene_4513	chr8	4652329	0.470252
Gene_4447	chr1	34610110	0.669005
Gene_1075	chr12	128465068	1.090889
Gene_3335	chr18	59764161	0.029913
Gene_5698	chr16	50340662	0.547115
Gene_5562	chr16	83228307	0.182924
Gene_0236	chr3	96505965	1.293815
Gene_3047	chr10	127807045	0.321281
Gene_2410	chr4	29445795	0.169297
Gene_3970	chr2	187216206	0.154809
Gene_4989	chr11	81754585	0.748724
Gene_0787	chr2	145462401	0.121712
Gene_6330	chrY	39675487	0.271893
Gene_2713	chr5	39081204	0.132580
Gene_3037	chr2	164069424	0.270242
Gene_3419	chr21	37803774	0.132888
Gene_1300	chrX	91625718	0.223621
Gene_0264	chr1	240209592	1.040135
Gene_1527	chr17	671368	0.420436
Gene_2167	chr2	227892588	0.037166
Gene_3339	chr2	23286217	0.827811
Gene_2194	chr3	32565210	0.888159
Gene_7045	chr3	1140189	0.089135
Gene_5819	chr15	17501785	0.267487
Gene_3429	chr2	13121699	0.021045
Gene_2838	chr5	160043383	0.202850
Gene_1116	chr18	11424242	0.691126
Gene_2151	chr17	78862844	0.769576
Gene_5348	chr1	209184576	0.873364
Gene_7480	chr15	17765869	0.320802
Gene_4392	chr19	28201058	0.475311
Gene_3685	chrX	108407497	0.299229
Gene_5639	chr3	134493745	0.066990
Gene_4047	chr3	39445147	0.188043
Gene_2856	chr12	94744225	0.473878
Gene_3983	chr10	96198002	0.028134
Gene_0864	chr7	119774241	0.661820
Gene_7501	chr9	80452040	0.655536
Gene_3275	chr1	40143352	0.782776
Gene_3839	chr4	73757426	0.169818
Gene_4514	chr7	34074869	0.216268
Gene_0743	chr2	19796901	0.297718
Gene_0217	chr7	44023485	0.009651
Gene_1585	chr7	34254499	0.212473
Gene_0865	chr12	92331369	0.965159
Gene_2123	chr12	61182765	0.127423
Gene_5159	chr2	9787764	0.399739
Gene_6833	chr20	19002726	0.937678
Gene_1484	chr12	81265628	0.390270
Gene_4743	chr11	41979721	0.198441
Gene_7475	chr3	12731778	0.290816
Gene_5843	chr6	87206189	0.250746
Gene_6266	chr1	180679930	0.342862
Gene_0405	chr9	19292770	0.221267
Gene_5401	chr20	3181808	0.408714
Gene_2383	chr2	18463195	0.356509
Gene_7690	chr6	116616287	3.313549
Gene_3793	chr4	115452759	0.254116
Gene_1164	chrX	54492660	0.576451
Gene_0693	chr17	55859613	0.166559
Gene_0592	chr3	163550370	0.126599
Gene_2853	chr15	66708870	0.063356
Gene_3806	chr1	90711430	0.226928
Gene_7935	chr10	106961884	3.824973
